,times__md
300,2.1431381702423096
301,2.1504275798797607
302,2.157820224761963
303,2.1627676486968994
304,2.1702182292938232
305,2.176858425140381
306,2.1827352046966553
307,2.188061237335205
308,2.1961188316345215
309,2.2029154300689697
310,2.209212303161621
311,2.217383861541748
312,2.222566604614258
313,2.228951930999756
314,2.234468460083008
315,2.240478038787842
316,2.2481181621551514
317,2.257124662399292
318,2.263789176940918
319,2.2689077854156494
320,2.274416923522949
321,2.2818307876586914
322,2.2873427867889404
323,2.29583477973938
324,2.3041114807128906
325,2.310678720474243
326,2.3162012100219727
327,2.3215456008911133
328,2.3257927894592285
329,2.332049608230591
330,2.339026689529419
331,2.3440520763397217
332,2.348729133605957
333,2.3532767295837402
334,2.3591480255126953
335,2.366558074951172
336,2.3763675689697266
337,2.38090181350708
338,2.387476921081543
339,2.392364501953125
340,2.4014668464660645
341,2.407076120376587
342,2.4115397930145264
343,2.4190545082092285
344,2.42681884765625
345,2.4329051971435547
346,2.4401936531066895
347,2.4468178749084473
348,2.4523816108703613
349,2.4587109088897705
350,2.4673445224761963
351,2.4727911949157715
352,2.476989507675171
353,2.481224775314331
354,2.4886457920074463
355,2.498649835586548
356,2.5030198097229004
357,2.508744955062866
358,2.515929937362671
359,2.523465394973755
360,2.530386447906494
361,2.5390725135803223
362,2.542973279953003
363,2.5490150451660156
364,2.558473825454712
365,2.5717034339904785
366,2.577772855758667
367,2.58294415473938
368,2.5892879962921143
369,2.597226619720459
370,2.6053643226623535
371,2.612483501434326
372,2.618710517883301
373,2.6240103244781494
374,2.630948305130005
375,2.6396028995513916
376,2.6484315395355225
377,2.6543991565704346
378,2.6578896045684814
379,2.6641600131988525
380,2.6715595722198486
381,2.678772211074829
382,2.6857261657714844
383,2.696385383605957
384,2.7064173221588135
385,2.711454153060913
386,2.71730637550354
387,2.7239649295806885
388,2.72835111618042
389,2.737163543701172
390,2.7429111003875732
391,2.7474308013916016
392,2.754504442214966
393,2.7593905925750732
394,2.76656436920166
395,2.7774059772491455
396,2.7817561626434326
397,2.7912158966064453
398,2.7989931106567383
399,2.8043181896209717
400,2.8088631629943848
401,2.8152687549591064
402,2.819444179534912
403,2.8284995555877686
404,2.833953857421875
405,2.8405845165252686
406,2.8452765941619873
407,2.851428508758545
408,2.8593432903289795
409,2.8670825958251953
410,2.871846914291382
411,2.877574920654297
412,2.8829715251922607
413,2.888669729232788
414,2.895395040512085
415,2.9023094177246094
416,2.9081478118896484
417,2.916766405105591
418,2.925161361694336
419,2.9298436641693115
420,2.9377293586730957
421,2.942509889602661
422,2.9512946605682373
423,2.957019329071045
424,2.960749387741089
425,2.9667019844055176
426,2.974154472351074
427,2.98018479347229
428,2.984912872314453
429,2.9918594360351562
430,2.9986329078674316
431,3.006194829940796
432,3.013716459274292
433,3.0193800926208496
434,3.0262677669525146
435,3.034268856048584
436,3.0437917709350586
437,3.049236536026001
438,3.054851531982422
439,3.062438726425171
440,3.067983388900757
441,3.0737733840942383
442,3.080228090286255
443,3.0847973823547363
444,3.0900068283081055
445,3.094147205352783
446,3.0999975204467773
447,3.1084861755371094
448,3.113934278488159
449,3.1202969551086426
450,3.124990463256836
451,3.130847930908203
452,3.137012004852295
453,3.1422817707061768
454,3.1484577655792236
455,3.1536715030670166
456,3.160618305206299
457,3.168073892593384
458,3.1732594966888428
459,3.1792030334472656
460,3.1915292739868164
461,3.19860577583313
462,3.203462600708008
463,3.2097651958465576
464,3.217496395111084
465,3.225388288497925
466,3.2342288494110107
467,3.2417495250701904
468,3.246687650680542
469,3.2548959255218506
470,3.2631542682647705
471,3.2716479301452637
472,3.2774105072021484
473,3.283623456954956
474,3.28822660446167
475,3.2919089794158936
476,3.2970974445343018
477,3.3055953979492188
478,3.3139352798461914
479,3.3204691410064697
480,3.3318443298339844
481,3.338287115097046
482,3.346494674682617
483,3.352956771850586
484,3.3582189083099365
485,3.362387180328369
486,3.3679959774017334
487,3.3766534328460693
488,3.38262939453125
489,3.3891921043395996
490,3.3944711685180664
491,3.4025461673736572
492,3.409059762954712
493,3.419323205947876
494,3.4246575832366943
495,3.4320340156555176
496,3.4424827098846436
497,3.4463634490966797
498,3.4518768787384033
499,3.4570558071136475
500,3.464293956756592
501,3.4698808193206787
502,3.474447727203369
503,3.480045795440674
504,3.4868555068969727
505,3.4917144775390625
506,3.497596502304077
507,3.507206439971924
508,3.512098789215088
509,3.5194387435913086
510,3.5256054401397705
511,3.5304224491119385
512,3.5375590324401855
513,3.542659044265747
514,3.5485668182373047
515,3.5535659790039062
516,3.5627870559692383
517,3.5694258213043213
518,3.5758824348449707
519,3.5829458236694336
520,3.5920920372009277
521,3.59713077545166
522,3.6030094623565674
523,3.6107699871063232
524,3.6185295581817627
525,3.6246678829193115
526,3.6287004947662354
527,3.633272171020508
528,3.6392972469329834
529,3.6473355293273926
530,3.6534557342529297
531,3.6604251861572266
532,3.66650652885437
533,3.671351432800293
534,3.6797382831573486
535,3.684223175048828
536,3.6879897117614746
537,3.694870948791504
538,3.7020227909088135
539,3.707425832748413
540,3.7121424674987793
541,3.717730760574341
542,3.7230358123779297
543,3.7277767658233643
544,3.7340099811553955
545,3.7389907836914062
546,3.7449676990509033
547,3.7512624263763428
548,3.7600529193878174
549,3.766239881515503
550,3.772815465927124
551,3.7783448696136475
552,3.7873809337615967
553,3.7945351600646973
554,3.7985751628875732
555,3.809921979904175
556,3.815390110015869
557,3.821117639541626
558,3.827143907546997
559,3.8317766189575195
560,3.8398852348327637
561,3.847846508026123
562,3.853684663772583
563,3.8591415882110596
564,3.8673453330993652
565,3.8736631870269775
566,3.8812897205352783
567,3.887633800506592
568,3.8938097953796387
569,3.89802622795105
570,3.903118848800659
571,3.9078822135925293
572,3.9143850803375244
573,3.9228498935699463
574,3.9282965660095215
575,3.9328627586364746
576,3.937666654586792
577,3.942852258682251
578,3.9478721618652344
579,3.9548561573028564
580,3.9586310386657715
581,3.966315746307373
582,3.972460985183716
583,3.979283332824707
584,3.987165689468384
585,3.9947192668914795
586,4.0002171993255615
587,4.007537364959717
588,4.015576124191284
589,4.02491569519043
590,4.0303637981414795
591,4.034962177276611
592,4.038946151733398
593,4.0437140464782715
594,4.049182415008545
595,4.058082818984985
596,4.064448833465576
597,4.072193384170532
598,4.078092813491821
599,4.084407806396484
600,4.092500686645508
601,4.096719980239868
602,4.100948095321655
603,4.1059324741363525
604,4.111891508102417
605,4.11738133430481
606,4.123959064483643
607,4.12979531288147
608,4.134319305419922
609,4.14214015007019
610,4.149689435958862
611,4.154434442520142
612,4.161779403686523
613,4.1666481494903564
614,4.17229151725769
615,4.177089691162109
616,4.184918642044067
617,4.189129114151001
618,4.196898937225342
619,4.201711893081665
620,4.207893133163452
621,4.214814186096191
622,4.222582817077637
623,4.227595806121826
624,4.2344114780426025
625,4.240715742111206
626,4.248631715774536
627,4.253106355667114
628,4.260164976119995
629,4.266847848892212
630,4.273332357406616
631,4.280426740646362
632,4.294106721878052
633,4.300485610961914
634,4.304839372634888
635,4.311873197555542
636,4.316772699356079
637,4.324584484100342
638,4.3310840129852295
639,4.336771011352539
640,4.341721057891846
641,4.3476293087005615
642,4.359588623046875
643,4.36371111869812
644,4.371052980422974
645,4.378633260726929
646,4.383039236068726
647,4.389221668243408
648,4.394599199295044
649,4.401625633239746
650,4.406690359115601
651,4.411213397979736
652,4.41609001159668
653,4.422779083251953
654,4.429523468017578
655,4.43665623664856
656,4.441704988479614
657,4.446986198425293
658,4.456065893173218
659,4.465069770812988
660,4.471144914627075
661,4.4787211418151855
662,4.48433518409729
663,4.491448163986206
664,4.497446775436401
665,4.504129886627197
666,4.507952690124512
667,4.512274980545044
668,4.518868446350098
669,4.5270469188690186
670,4.534258127212524
671,4.539283514022827
672,4.548062086105347
673,4.552496910095215
674,4.557654619216919
675,4.563002824783325
676,4.570927381515503
677,4.576026201248169
678,4.583418846130371
679,4.588167190551758
680,4.594810247421265
681,4.601357460021973
682,4.606799602508545
683,4.612291097640991
684,4.619577407836914
685,4.626986742019653
686,4.633376598358154
687,4.639620065689087
688,4.643799781799316
689,4.648749351501465
690,4.655618190765381
691,4.661311626434326
692,4.667927980422974
693,4.671687602996826
694,4.676751375198364
695,4.683108568191528
696,4.691468715667725
697,4.699011325836182
698,4.704124689102173
699,4.710248231887817
700,4.717727184295654
701,4.722285747528076
702,4.72990608215332
703,4.734164237976074
704,4.741582155227661
705,4.746525287628174
706,4.75229287147522
707,4.758991479873657
708,4.766251087188721
709,4.7726521492004395
710,4.778885841369629
711,4.78668737411499
712,4.791704893112183
713,4.7971601486206055
714,4.804105043411255
715,4.810080528259277
716,4.816914081573486
717,4.821946620941162
718,4.828760147094727
719,4.83428692817688
720,4.841408967971802
721,4.8468663692474365
722,4.85533332824707
723,4.861938953399658
724,4.869505167007446
725,4.878670692443848
726,4.886341571807861
727,4.890740871429443
728,4.899404764175415
729,4.904733657836914
730,4.910483121871948
731,4.916433572769165
732,4.9232189655303955
733,4.932281017303467
734,4.937664031982422
735,4.942803859710693
736,4.948642015457153
737,4.955119609832764
738,4.9624199867248535
739,4.969584226608276
740,4.981297731399536
741,4.986954212188721
742,4.992149114608765
743,5.00041389465332
744,5.007251501083374
745,5.012624740600586
746,5.018828630447388
747,5.0241920948028564
748,5.030676364898682
749,5.0357537269592285
750,5.040579557418823
751,5.046828031539917
752,5.052451848983765
753,5.062727212905884
754,5.06702733039856
755,5.077335834503174
756,5.089170932769775
757,5.096123933792114
758,5.10214900970459
759,5.106446981430054
760,5.114089488983154
761,5.120114088058472
762,5.126701354980469
763,5.132461786270142
764,5.137508153915405
765,5.1454198360443115
766,5.152289390563965
767,5.160195350646973
768,5.165092706680298
769,5.169061660766602
770,5.1757307052612305
771,5.182926654815674
772,5.188259840011597
773,5.194427490234375
774,5.20077109336853
775,5.208477258682251
776,5.213733196258545
777,5.218234300613403
778,5.225409030914307
779,5.23267936706543
780,5.237651824951172
781,5.241781711578369
782,5.247812986373901
783,5.253632068634033
784,5.262213468551636
785,5.266971826553345
786,5.272794246673584
787,5.278937578201294
788,5.284719467163086
789,5.2912702560424805
790,5.29742956161499
791,5.302732467651367
792,5.306871652603149
793,5.313060283660889
794,5.318076133728027
795,5.327854633331299
796,5.332070589065552
797,5.336635112762451
798,5.342362880706787
799,5.348259925842285
800,5.353685140609741
801,5.359589099884033
802,5.363997459411621
803,5.3703131675720215
804,5.376299142837524
805,5.381388902664185
806,5.3879899978637695
807,5.39472508430481
808,5.401207208633423
809,5.40820050239563
810,5.413995742797852
811,5.421459913253784
812,5.428542375564575
813,5.436761140823364
814,5.441772699356079
815,5.449688911437988
816,5.456754207611084
817,5.4643495082855225
818,5.470841646194458
819,5.475968837738037
820,5.481038331985474
821,5.489297389984131
822,5.49377179145813
823,5.502256870269775
824,5.5070226192474365
825,5.513343334197998
826,5.517359733581543
827,5.523263931274414
828,5.529264450073242
829,5.533305644989014
830,5.538539886474609
831,5.542941093444824
832,5.5484185218811035
833,5.553106784820557
834,5.557951927185059
835,5.565149545669556
836,5.5714850425720215
837,5.577142000198364
838,5.581188678741455
839,5.587828159332275
840,5.593235492706299
841,5.60010290145874
842,5.6070239543914795
843,5.614177703857422
844,5.6185221672058105
845,5.625465154647827
846,5.631664276123047
847,5.63749361038208
848,5.644775867462158
849,5.652021169662476
850,5.659065246582031
851,5.668901681900024
852,5.67499041557312
853,5.680902481079102
854,5.685725450515747
855,5.689452648162842
856,5.6965508460998535
857,5.702998161315918
858,5.708156108856201
859,5.715855598449707
860,5.722342014312744
861,5.727168083190918
862,5.732593297958374
863,5.740329742431641
864,5.747217655181885
865,5.751671075820923
866,5.759799242019653
867,5.767895936965942
868,5.774264097213745
869,5.779621124267578
870,5.788283586502075
871,5.798728942871094
872,5.802551746368408
873,5.809441328048706
874,5.816139459609985
875,5.823176622390747
876,5.833789348602295
877,5.838972568511963
878,5.843979597091675
879,5.851808786392212
880,5.857400417327881
881,5.863681316375732
882,5.868229866027832
883,5.875324726104736
884,5.883581876754761
885,5.892602443695068
886,5.9007887840271
887,5.906106233596802
888,5.91322922706604
889,5.919351577758789
890,5.924695730209351
891,5.929269075393677
892,5.93596625328064
893,5.94350528717041
894,5.951051235198975
895,5.9562623500823975
896,5.96026349067688
897,5.964433670043945
898,5.9751670360565186
899,5.980969429016113
900,5.986582040786743
901,5.992400646209717
902,6.000118732452393
903,6.008363962173462
904,6.020901679992676
905,6.025057077407837
906,6.031877040863037
907,6.037135124206543
908,6.041869163513184
909,6.048482656478882
910,6.05375599861145
911,6.059468030929565
912,6.06538200378418
913,6.071965217590332
914,6.080862760543823
915,6.086111068725586
916,6.092270851135254
917,6.098525285720825
918,6.105037450790405
919,6.112426042556763
920,6.1195197105407715
921,6.12437629699707
922,6.1326611042022705
923,6.141094207763672
924,6.145066976547241
925,6.149777173995972
926,6.156875371932983
927,6.164303302764893
928,6.169437885284424
929,6.174367427825928
930,6.183018922805786
931,6.188465356826782
932,6.192113399505615
933,6.199010848999023
934,6.206064462661743
935,6.214462041854858
936,6.2191784381866455
937,6.225815773010254
938,6.232315301895142
939,6.238332509994507
940,6.243594646453857
941,6.2516865730285645
942,6.260138511657715
943,6.266342639923096
944,6.272903203964233
945,6.27739953994751
946,6.285140037536621
947,6.289884805679321
948,6.295749664306641
949,6.300547122955322
950,6.306711912155151
951,6.316958904266357
952,6.323063850402832
953,6.329404354095459
954,6.335306644439697
955,6.341431617736816
956,6.347905397415161
957,6.356819152832031
958,6.361296653747559
959,6.368469715118408
960,6.374209403991699
961,6.379678249359131
962,6.385166168212891
963,6.392487049102783
964,6.3982834815979
965,6.4039552211761475
966,6.410085201263428
967,6.419609069824219
968,6.4243433475494385
969,6.428399324417114
970,6.434870481491089
971,6.443110942840576
972,6.44971227645874
973,6.454101800918579
974,6.461042881011963
975,6.465333938598633
976,6.471743106842041
977,6.478041648864746
978,6.486809253692627
979,6.494866847991943
980,6.500272274017334
981,6.504321813583374
982,6.5093092918396
983,6.516481637954712
984,6.521384000778198
985,6.526432752609253
986,6.534414291381836
987,6.540429353713989
988,6.546525716781616
989,6.553523778915405
990,6.557271957397461
991,6.562674045562744
992,6.570585250854492
993,6.5748350620269775
994,6.584889888763428
995,6.590970516204834
996,6.595698833465576
997,6.6049158573150635
998,6.609833478927612
999,6.616841077804565
1000,6.624379873275757
1001,6.633938550949097
1002,6.6408703327178955
1003,6.6485755443573
1004,6.652495861053467
1005,6.657785892486572
1006,6.66350245475769
1007,6.67076563835144
1008,6.675271511077881
1009,6.679922580718994
1010,6.684737920761108
1011,6.688040494918823
1012,6.6944921016693115
1013,6.699343919754028
1014,6.705697774887085
1015,6.71254563331604
1016,6.720160245895386
1017,6.726269721984863
1018,6.733772039413452
1019,6.744072437286377
1020,6.751071453094482
1021,6.756068229675293
1022,6.762439489364624
1023,6.772849798202515
1024,6.780083894729614
1025,6.790515422821045
1026,6.797295808792114
1027,6.803848743438721
1028,6.807799339294434
1029,6.812796592712402
1030,6.817728757858276
1031,6.82408595085144
1032,6.830140113830566
1033,6.8351311683654785
1034,6.846869230270386
1035,6.852964639663696
1036,6.859450101852417
1037,6.868525505065918
1038,6.875392913818359
1039,6.882025480270386
1040,6.886376857757568
1041,6.893439531326294
1042,6.897901773452759
1043,6.90294337272644
1044,6.907770156860352
1045,6.9134297370910645
1046,6.92705512046814
1047,6.933111190795898
1048,6.939745903015137
1049,6.946500062942505
1050,6.952093601226807
1051,6.959975242614746
1052,6.967664003372192
1053,6.974280595779419
1054,6.9793384075164795
1055,6.98413872718811
1056,6.991238832473755
1057,6.997273921966553
1058,7.0012922286987305
1059,7.0099828243255615
1060,7.01731014251709
1061,7.022733211517334
1062,7.026625394821167
1063,7.033382892608643
1064,7.038905620574951
1065,7.047008991241455
1066,7.051096200942993
1067,7.05619740486145
1068,7.061536550521851
1069,7.067585468292236
1070,7.073319911956787
1071,7.080078125
1072,7.0940446853637695
1073,7.0992271900177
1074,7.104220151901245
1075,7.1082923412323
1076,7.1161863803863525
1077,7.121885299682617
1078,7.128518104553223
1079,7.133307933807373
1080,7.1391401290893555
1081,7.14678430557251
1082,7.151540279388428
1083,7.157663822174072
1084,7.166117191314697
1085,7.1724700927734375
1086,7.179373025894165
1087,7.18411111831665
1088,7.1910035610198975
1089,7.195265054702759
1090,7.200267553329468
1091,7.206629753112793
1092,7.212330102920532
1093,7.216379165649414
1094,7.221923351287842
1095,7.228799343109131
1096,7.23538875579834
1097,7.2406227588653564
1098,7.248376846313477
1099,7.256570100784302
1100,7.265460968017578
1101,7.272037982940674
1102,7.277420282363892
1103,7.283431768417358
1104,7.292722463607788
1105,7.297742128372192
1106,7.304098606109619
1107,7.309404611587524
1108,7.316542148590088
1109,7.322652339935303
1110,7.329922676086426
1111,7.337246417999268
1112,7.343586206436157
1113,7.350307464599609
1114,7.356806516647339
1115,7.3656628131866455
1116,7.371599912643433
1117,7.377784967422485
1118,7.383005142211914
1119,7.3890252113342285
1120,7.395997762680054
1121,7.403851270675659
1122,7.410624980926514
1123,7.415459871292114
1124,7.421687126159668
1125,7.430294513702393
1126,7.435712814331055
1127,7.441708326339722
1128,7.449261903762817
1129,7.455962896347046
1130,7.465396404266357
1131,7.470467805862427
1132,7.475642204284668
1133,7.483548402786255
1134,7.489758491516113
1135,7.494648456573486
1136,7.50031590461731
1137,7.505618095397949
1138,7.513803005218506
1139,7.521791696548462
1140,7.527423143386841
1141,7.532036066055298
1142,7.53816556930542
1143,7.543333530426025
1144,7.549993276596069
1145,7.5554304122924805
1146,7.560928821563721
1147,7.56681227684021
1148,7.5737221240997314
1149,7.580792427062988
1150,7.587786436080933
1151,7.594115972518921
1152,7.600371599197388
1153,7.605530023574829
1154,7.61250114440918
1155,7.618335962295532
1156,7.62590479850769
1157,7.631763935089111
1158,7.6358842849731445
1159,7.650900602340698
1160,7.655067682266235
1161,7.662420988082886
1162,7.672430992126465
1163,7.678797721862793
1164,7.68579363822937
1165,7.693103790283203
1166,7.700371742248535
1167,7.706296920776367
1168,7.713037014007568
1169,7.71964168548584
1170,7.7262609004974365
1171,7.731956481933594
1172,7.7390642166137695
1173,7.745532512664795
1174,7.749726295471191
1175,7.756389617919922
1176,7.761716842651367
1177,7.767316818237305
1178,7.77558970451355
1179,7.780873537063599
1180,7.786999464035034
1181,7.793381452560425
1182,7.802497386932373
1183,7.8086137771606445
1184,7.814677000045776
1185,7.821098327636719
1186,7.827925443649292
1187,7.835866212844849
1188,7.842823028564453
1189,7.848192453384399
1190,7.855007886886597
1191,7.859305381774902
1192,7.867571115493774
1193,7.874063730239868
1194,7.8799614906311035
1195,7.888819456100464
1196,7.894119024276733
1197,7.8997063636779785
1198,7.905814170837402
1199,7.9112889766693115
1200,7.919181823730469
1201,7.924768924713135
1202,7.929079532623291
1203,7.934702634811401
1204,7.940882205963135
1205,7.94700026512146
1206,7.9529149532318115
1207,7.959113597869873
1208,7.965367794036865
1209,7.9726951122283936
1210,7.977713346481323
1211,7.982082843780518
1212,7.9895312786102295
1213,7.995079040527344
1214,7.999862432479858
1215,8.004486560821533
1216,8.012130975723267
1217,8.018580198287964
1218,8.0238676071167
1219,8.030163049697876
1220,8.036219358444214
1221,8.040983438491821
1222,8.047715187072754
1223,8.055901288986206
1224,8.064224243164062
1225,8.068683862686157
1226,8.073245286941528
1227,8.080399751663208
1228,8.086199760437012
1229,8.09038496017456
1230,8.095613241195679
1231,8.104853868484497
1232,8.110347986221313
1233,8.116530179977417
1234,8.121516227722168
1235,8.127135276794434
1236,8.132628679275513
1237,8.139305591583252
1238,8.14656949043274
1239,8.150468349456787
1240,8.158162117004395
1241,8.163492679595947
1242,8.168153762817383
1243,8.1754732131958
1244,8.183016061782837
1245,8.187697410583496
1246,8.198643207550049
1247,8.204302549362183
1248,8.210747480392456
1249,8.216024398803711
1250,8.219467401504517
1251,8.225972890853882
1252,8.23361325263977
1253,8.239675045013428
1254,8.246490955352783
1255,8.250474214553833
1256,8.257690668106079
1257,8.26679539680481
1258,8.272227048873901
1259,8.282928228378296
1260,8.29066777229309
1261,8.296493530273438
1262,8.300873279571533
1263,8.305302858352661
1264,8.310037851333618
1265,8.316228151321411
1266,8.321244955062866
1267,8.327210187911987
1268,8.332361936569214
1269,8.337939977645874
1270,8.343688249588013
1271,8.347747087478638
1272,8.356097221374512
1273,8.365848064422607
1274,8.371686458587646
1275,8.377163887023926
1276,8.381178379058838
1277,8.388087749481201
1278,8.395317554473877
1279,8.399852275848389
1280,8.407543420791626
1281,8.412247896194458
1282,8.417067050933838
1283,8.423043727874756
1284,8.43245530128479
1285,8.438103914260864
1286,8.445141315460205
1287,8.45106816291809
1288,8.456991195678711
1289,8.462064743041992
1290,8.466790914535522
1291,8.471574544906616
1292,8.477576494216919
1293,8.486461639404297
1294,8.493610143661499
1295,8.499090671539307
1296,8.505481958389282
1297,8.510133266448975
1298,8.517468690872192
1299,8.523463249206543
1300,8.528059720993042
1301,8.535305261611938
1302,8.54219365119934
1303,8.54821515083313
1304,8.552656412124634
1305,8.563697814941406
1306,8.567520380020142
1307,8.574004650115967
1308,8.578094005584717
1309,8.587568998336792
1310,8.594868659973145
1311,8.599078178405762
1312,8.604880571365356
1313,8.610095262527466
1314,8.61507797241211
1315,8.623859167098999
1316,8.62790298461914
1317,8.632102489471436
