,times__lg
331,2.2426750659942627
332,2.247471332550049
333,2.252075672149658
334,2.257978677749634
335,2.2654218673706055
336,2.2753818035125732
337,2.2799527645111084
338,2.2865564823150635
339,2.2920761108398438
340,2.301215648651123
341,2.306828737258911
342,2.311225414276123
343,2.3187203407287598
344,2.3264992237091064
345,2.3325984477996826
346,2.339902400970459
347,2.3465511798858643
348,2.352135419845581
349,2.358567237854004
350,2.3672070503234863
351,2.372697591781616
352,2.3768997192382812
353,2.3811228275299072
354,2.3885257244110107
355,2.3983688354492188
356,2.402672290802002
357,2.4084131717681885
358,2.415607213973999
359,2.4231772422790527
360,2.4300832748413086
361,2.4388270378112793
362,2.442680835723877
363,2.448735237121582
364,2.458199977874756
365,2.4713170528411865
366,2.4772980213165283
367,2.482426643371582
368,2.4887397289276123
369,2.496734380722046
370,2.5081920623779297
371,2.5178744792938232
372,2.5241713523864746
373,2.5294928550720215
374,2.5364019870758057
375,2.5450847148895264
376,2.553917407989502
377,2.559823513031006
378,2.5632987022399902
379,2.569532871246338
380,2.5769433975219727
381,2.5841188430786133
382,2.5910732746124268
383,2.601747512817383
384,2.6118381023406982
385,2.6169023513793945
386,2.6227867603302
387,2.629469394683838
388,2.6339147090911865
389,2.642615795135498
390,2.648322820663452
391,2.652869701385498
392,2.6599879264831543
393,2.664886236190796
394,2.672074794769287
395,2.682969331741333
396,2.6873481273651123
397,2.696866035461426
398,2.7046101093292236
399,2.7099621295928955
400,2.7145116329193115
401,2.720824718475342
402,2.7250003814697266
403,2.733915328979492
404,2.7393341064453125
405,2.7461025714874268
406,2.7507965564727783
407,2.7569828033447266
408,2.7648916244506836
409,2.772616386413574
410,2.7774147987365723
411,2.7832610607147217
412,2.7887229919433594
413,2.7944517135620117
414,2.801211357116699
415,2.808107852935791
416,2.813972234725952
417,2.822002410888672
418,2.830348491668701
419,2.835045576095581
420,2.8428657054901123
421,2.8476436138153076
422,2.856529712677002
423,2.862248182296753
424,2.8660590648651123
425,2.8720149993896484
426,2.879366874694824
427,2.8854448795318604
428,2.8901522159576416
429,2.8971683979034424
430,2.90380859375
431,2.911398410797119
432,2.918936014175415
433,2.9246373176574707
434,2.931523084640503
435,2.9395697116851807
436,2.9491617679595947
437,2.9546055793762207
438,2.9602999687194824
439,2.9678947925567627
440,2.9734652042388916
441,2.979259490966797
442,2.98574161529541
443,2.9902124404907227
444,2.99540638923645
445,2.999525547027588
446,3.0054240226745605
447,3.0138959884643555
448,3.0193684101104736
449,3.0257532596588135
450,3.0304391384124756
451,3.0364108085632324
452,3.0425705909729004
453,3.0478925704956055
454,3.0540311336517334
455,3.0592308044433594
456,3.0661866664886475
457,3.073634147644043
458,3.078806161880493
459,3.084681987762451
460,3.0970544815063477
461,3.1041834354400635
462,3.1091558933258057
463,3.115480899810791
464,3.1231372356414795
465,3.131070852279663
466,3.139904260635376
467,3.1473548412323
468,3.152332305908203
469,3.160498857498169
470,3.1687698364257812
471,3.177281618118286
472,3.183074712753296
473,3.189316987991333
474,3.193929433822632
475,3.1977031230926514
476,3.2028653621673584
477,3.2113912105560303
478,3.2196619510650635
479,3.226212978363037
480,3.237529754638672
481,3.243952989578247
482,3.252413272857666
483,3.2588918209075928
484,3.264188528060913
485,3.268341064453125
486,3.273940086364746
487,3.282529592514038
488,3.2883923053741455
489,3.2950830459594727
490,3.3004298210144043
491,3.3086681365966797
492,3.3152055740356445
493,3.325357675552368
494,3.3306663036346436
495,3.3380510807037354
496,3.3485004901885986
497,3.3523616790771484
498,3.3578503131866455
499,3.3630149364471436
500,3.3702616691589355
501,3.3757030963897705
502,3.3803296089172363
503,3.3859024047851562
504,3.3927931785583496
505,3.3976407051086426
506,3.4032883644104004
507,3.412770986557007
508,3.4176430702209473
509,3.4250197410583496
510,3.431197166442871
511,3.4360272884368896
512,3.4432356357574463
513,3.448341131210327
514,3.454228162765503
515,3.4593281745910645
516,3.468675136566162
517,3.475338935852051
518,3.4817636013031006
519,3.488783121109009
520,3.4978957176208496
521,3.502962827682495
522,3.5088438987731934
523,3.5166027545928955
524,3.5244104862213135
525,3.5305447578430176
526,3.5345771312713623
527,3.5391645431518555
528,3.5451767444610596
529,3.553178548812866
530,3.55928111076355
531,3.5661585330963135
532,3.572312831878662
533,3.577127695083618
534,3.5855612754821777
535,3.590050458908081
536,3.5938236713409424
537,3.60074520111084
538,3.6079022884368896
539,3.613297939300537
540,3.618096351623535
541,3.6237170696258545
542,3.6290011405944824
543,3.6337616443634033
544,3.6399335861206055
545,3.6450624465942383
546,3.6512138843536377
547,3.657506227493286
548,3.666306495666504
549,3.672520160675049
550,3.679131031036377
551,3.6846518516540527
552,3.6939234733581543
553,3.7012038230895996
554,3.7052645683288574
555,3.7165632247924805
556,3.721992254257202
557,3.727750062942505
558,3.7337348461151123
559,3.7384088039398193
560,3.746530771255493
561,3.7543299198150635
562,3.7601685523986816
563,3.765597105026245
564,3.7737979888916016
565,3.7802820205688477
566,3.7879202365875244
567,3.794264078140259
568,3.8004095554351807
569,3.804534435272217
570,3.809593915939331
571,3.8144028186798096
572,3.820936441421509
573,3.829347848892212
574,3.8347976207733154
575,3.8393633365631104
576,3.8441884517669678
577,3.849403142929077
578,3.854234218597412
579,3.861304521560669
580,3.8650903701782227
581,3.872821807861328
582,3.878973960876465
583,3.88566255569458
584,3.8935439586639404
585,3.9011082649230957
586,3.906622886657715
587,3.913973093032837
588,3.922041177749634
589,3.9313881397247314
590,3.936832904815674
591,3.9414520263671875
592,3.9454293251037598
593,3.950322151184082
594,3.9557912349700928
595,3.964704990386963
596,3.9710071086883545
597,3.97876238822937
598,3.9846863746643066
599,3.9910216331481934
600,3.999091148376465
601,4.003338098526001
602,4.007594108581543
603,4.012575626373291
604,4.018562316894531
605,4.023922920227051
606,4.030624866485596
607,4.036463737487793
608,4.04082465171814
609,4.0484678745269775
610,4.05604887008667
611,4.060785531997681
612,4.068167209625244
613,4.073005676269531
614,4.0786848068237305
615,4.083441972732544
616,4.091264247894287
617,4.095504522323608
618,4.103323221206665
619,4.1081132888793945
620,4.114398717880249
621,4.121332406997681
622,4.128992319107056
623,4.134013652801514
624,4.140809535980225
625,4.1471874713897705
626,4.155164003372192
627,4.159664869308472
628,4.166744709014893
629,4.17344331741333
630,4.180383682250977
631,4.187525272369385
632,4.201177358627319
633,4.2075512409210205
634,4.211928129196167
635,4.218968391418457
636,4.223863363265991
637,4.231709241867065
638,4.238200426101685
639,4.2439165115356445
640,4.248939275741577
641,4.255071401596069
642,4.2671263217926025
643,4.27129054069519
644,4.27869987487793
645,4.286306381225586
646,4.290762901306152
647,4.297008514404297
648,4.302418947219849
649,4.309462785720825
650,4.314575433731079
651,4.319136142730713
652,4.324036121368408
653,4.330711126327515
654,4.337670803070068
655,4.344883680343628
656,4.349981307983398
657,4.355251789093018
658,4.364391326904297
659,4.373431205749512
660,4.379499435424805
661,4.3870978355407715
662,4.392733573913574
663,4.399833917617798
664,4.405510902404785
665,4.4121387004852295
666,4.415910005569458
667,4.420191049575806
668,4.426811218261719
669,4.4350645542144775
670,4.442366123199463
671,4.447246074676514
672,4.4560301303863525
673,4.460546016693115
674,4.465697526931763
675,4.471045732498169
676,4.479049921035767
677,4.484191417694092
678,4.491603851318359
679,4.496340990066528
680,4.503046274185181
681,4.509649038314819
682,4.515119314193726
683,4.520673990249634
684,4.527997255325317
685,4.5353617668151855
686,4.541789531707764
687,4.548098802566528
688,4.552316427230835
689,4.557268142700195
690,4.56411600112915
691,4.5698018074035645
692,4.576461315155029
693,4.58025598526001
694,4.585317373275757
695,4.591716766357422
696,4.600092649459839
697,4.607656240463257
698,4.612799406051636
699,4.618887424468994
700,4.6264636516571045
701,4.631052494049072
702,4.638683795928955
703,4.642938852310181
704,4.6504225730896
705,4.655381679534912
706,4.661180019378662
707,4.6678855419158936
708,4.675174713134766
709,4.681173324584961
710,4.68740439414978
711,4.695206165313721
712,4.700225114822388
713,4.705689191818237
714,4.712674140930176
715,4.718621730804443
716,4.725499391555786
717,4.730559825897217
718,4.737423419952393
719,4.742947101593018
720,4.750094890594482
721,4.755566358566284
722,4.764066457748413
723,4.770656585693359
724,4.77818751335144
725,4.787278175354004
726,4.795026779174805
727,4.79946494102478
728,4.807400465011597
729,4.81272554397583
730,4.8184592723846436
731,4.8244102001190186
732,4.831202983856201
733,4.840402841567993
734,4.845799922943115
735,4.850943088531494
736,4.856782674789429
737,4.8634092807769775
738,4.870713472366333
739,4.877925157546997
740,5.031450271606445
741,5.0373454093933105
742,5.0425238609313965
743,5.050873756408691
744,5.05780553817749
745,5.063167095184326
746,5.069365739822388
747,5.074709415435791
748,5.081213474273682
749,5.0863847732543945
750,5.091219425201416
751,5.0975141525268555
752,5.103123426437378
753,5.113353490829468
754,5.117668628692627
755,5.127978563308716
756,5.139885187149048
757,5.146828651428223
758,5.152888298034668
759,5.157227039337158
760,5.164918661117554
761,5.170961380004883
762,5.177536487579346
763,5.183309555053711
764,5.188719749450684
765,5.196551561355591
766,5.203478574752808
767,5.211304664611816
768,5.216199159622192
769,5.2201738357543945
770,5.226926565170288
771,5.2341814041137695
772,5.239500045776367
773,5.245718002319336
774,5.2521069049835205
775,5.2598490715026855
776,5.2651636600494385
777,5.269681215286255
778,5.276928186416626
779,5.2841551303863525
780,5.289127588272095
781,5.293296575546265
782,5.299318075180054
783,5.305198669433594
784,5.313908576965332
785,5.318695545196533
786,5.324547052383423
787,5.330711841583252
788,5.336475372314453
789,5.343068599700928
790,5.349258661270142
791,5.35457444190979
792,5.358721733093262
793,5.364820957183838
794,5.369843006134033
795,5.379605293273926
796,5.383859157562256
797,5.388553619384766
798,5.3943140506744385
799,5.400250434875488
800,5.405724287033081
801,5.411636829376221
802,5.416071891784668
803,5.422431230545044
804,5.428395509719849
805,5.433495283126831
806,5.440120458602905
807,5.446834564208984
808,5.453302383422852
809,5.460352182388306
810,5.466078996658325
811,5.473636865615845
812,5.4807655811309814
813,5.488872528076172
814,5.493924379348755
815,5.5018298625946045
816,5.508937358856201
817,5.516562223434448
818,5.523038864135742
819,5.5281736850738525
820,5.5331456661224365
821,5.541433095932007
822,5.5459229946136475
823,5.554550409317017
824,5.559286594390869
825,5.565495729446411
826,5.569544553756714
827,5.5754289627075195
828,5.581455707550049
829,5.585508346557617
830,5.590768814086914
831,5.5951316356658936
832,5.600611686706543
833,5.6052069664001465
834,5.610116481781006
835,5.617236852645874
836,5.62357759475708
837,5.629288911819458
838,5.633340835571289
839,5.639979124069214
840,5.645392656326294
841,5.652239084243774
842,5.659192800521851
843,5.6663994789123535
844,5.670736312866211
845,5.677640438079834
846,5.6838507652282715
847,5.689615964889526
848,5.696900129318237
849,5.704137325286865
850,5.711199522018433
851,5.721173286437988
852,5.7273218631744385
853,5.733217000961304
854,5.73803973197937
855,5.74171781539917
856,5.74885106086731
857,5.75530481338501
858,5.760361433029175
859,5.76811671257019
860,5.774606704711914
861,5.779411792755127
862,5.784353733062744
863,5.792102813720703
864,5.798982858657837
865,5.803538799285889
866,5.811675071716309
867,5.819768905639648
868,5.826188325881958
869,5.831588268280029
870,5.840284109115601
871,5.850646734237671
872,5.8544762134552
873,5.86140251159668
874,5.868140935897827
875,5.875212907791138
876,5.885857343673706
877,5.891013860702515
878,5.896117925643921
879,5.90397572517395
880,5.909595251083374
881,5.915919303894043
882,5.920475721359253
883,5.92763614654541
884,5.9358131885528564
885,5.944859027862549
886,5.9530603885650635
887,5.95843768119812
888,5.96559739112854
889,5.971727609634399
890,5.977092027664185
891,5.981714963912964
892,5.98858642578125
893,5.996196031570435
894,6.003760099411011
895,6.008974552154541
896,6.012990951538086
897,6.017169952392578
898,6.02781081199646
899,6.03364372253418
900,6.039277791976929
901,6.045117378234863
902,6.0528059005737305
903,6.061081647872925
904,6.073582887649536
905,6.07772421836853
906,6.084521532058716
907,6.089838743209839
908,6.094583511352539
909,6.101282835006714
910,6.106563568115234
911,6.112210035324097
912,6.11808443069458
913,6.1246912479400635
914,6.133593559265137
915,6.138861656188965
916,6.145172834396362
917,6.15142560005188
918,6.158088445663452
919,6.165540456771851
920,6.172251224517822
921,6.177132606506348
922,6.185438394546509
923,6.193891763687134
924,6.1979217529296875
925,6.202551603317261
926,6.209677696228027
927,6.217113256454468
928,6.222204923629761
929,6.227160692214966
930,6.235790252685547
931,6.241281986236572
932,6.2450480461120605
933,6.251928806304932
934,6.259127140045166
935,6.267614841461182
936,6.272356033325195
937,6.279251575469971
938,6.285792350769043
939,6.291711091995239
940,6.297042608261108
941,6.305150985717773
942,6.313587188720703
943,6.319806814193726
944,6.326427459716797
945,6.3309361934661865
946,6.338735818862915
947,6.343517780303955
948,6.349428176879883
949,6.354260206222534
950,6.36043119430542
951,6.370675086975098
952,6.376811981201172
953,6.38312840461731
954,6.389016389846802
955,6.395155191421509
956,6.4016382694244385
957,6.410481214523315
958,6.415040016174316
959,6.422280550003052
960,6.427988767623901
961,6.433497905731201
962,6.438986301422119
963,6.446390151977539
964,6.45219874382019
965,6.457805633544922
966,6.4639105796813965
967,6.4734578132629395
968,6.478181600570679
969,6.48224401473999
970,6.488693952560425
971,6.496973514556885
972,6.50364875793457
973,6.508100986480713
974,6.515175819396973
975,6.519535064697266
976,6.525980710983276
977,6.532350540161133
978,6.541154384613037
979,6.549136161804199
980,6.554529190063477
981,6.558614492416382
982,6.563605785369873
983,6.570688724517822
984,6.575597524642944
985,6.5806896686553955
986,6.588821887969971
987,6.59480619430542
988,6.600940465927124
989,6.6079466342926025
990,6.611678838729858
991,6.61711859703064
992,6.624888896942139
993,6.629011392593384
994,6.639052152633667
995,6.645108461380005
996,6.64987325668335
997,6.659123659133911
998,6.664107084274292
999,6.671185731887817
1000,6.67876672744751
1001,6.688308477401733
1002,6.694795370101929
1003,6.702487468719482
1004,6.706348419189453
1005,6.711588144302368
1006,6.717344760894775
1007,6.724558115005493
1008,6.729088544845581
1009,6.7337164878845215
1010,6.738536357879639
1011,6.741935968399048
1012,6.748419284820557
1013,6.753254413604736
1014,6.759600639343262
1015,6.766516208648682
1016,6.774135589599609
1017,6.780047178268433
1018,6.788100481033325
1019,6.798478603363037
1020,6.80548095703125
1021,6.8105127811431885
1022,6.816913604736328
1023,6.827205181121826
1024,6.834555149078369
1025,6.845025300979614
1026,6.851826190948486
1027,6.858428478240967
1028,6.862405776977539
1029,6.867424249649048
1030,6.872339725494385
1031,6.878704071044922
1032,6.884789705276489
1033,6.88980507850647
1034,6.9015772342681885
1035,6.907442808151245
1036,6.914044618606567
1037,6.923225164413452
1038,6.9300432205200195
1039,6.936770439147949
1040,6.941113233566284
1041,6.948166131973267
1042,6.952637195587158
1043,6.957701206207275
1044,6.962417840957642
1045,6.968089818954468
1046,6.9816179275512695
1047,6.987653493881226
1048,6.994321346282959
1049,7.001104831695557
1050,7.006677150726318
1051,7.014583587646484
1052,7.0216333866119385
1053,7.028228521347046
1054,7.033302068710327
1055,7.038015127182007
1056,7.04514479637146
1057,7.051155090332031
1058,7.0551674365997314
1059,7.063875675201416
1060,7.071220397949219
1061,7.076683759689331
1062,7.080672264099121
1063,7.087312936782837
1064,7.092892169952393
1065,7.10101318359375
1066,7.105134010314941
1067,7.110243797302246
1068,7.115597724914551
1069,7.121621131896973
1070,7.127349615097046
1071,7.13412880897522
1072,7.147513151168823
1073,7.15269660949707
1074,7.157717704772949
1075,7.161874294281006
1076,7.169943332672119
1077,7.175637245178223
1078,7.182280540466309
1079,7.1870973110198975
1080,7.192962408065796
1081,7.200508117675781
1082,7.205257892608643
1083,7.21169114112854
1084,7.220169544219971
1085,7.226511001586914
1086,7.2335076332092285
1087,7.2382426261901855
1088,7.245159149169922
1089,7.249337196350098
1090,7.254351615905762
1091,7.2608866691589355
1092,7.266735315322876
1093,7.270886659622192
1094,7.276477336883545
1095,7.2833404541015625
1096,7.290026903152466
1097,7.2952539920806885
1098,7.303090810775757
1099,7.311279773712158
1100,7.32024359703064
1101,7.326853275299072
1102,7.332237958908081
1103,7.338407039642334
1104,7.347763299942017
1105,7.352803945541382
1106,7.359168767929077
1107,7.364530086517334
1108,7.371846675872803
1109,7.377870082855225
1110,7.385102033615112
1111,7.392414093017578
1112,7.398787975311279
1113,7.405536413192749
1114,7.412026405334473
1115,7.4209065437316895
1116,7.426826477050781
1117,7.433083534240723
1118,7.438337326049805
1119,7.444369792938232
1120,7.451521396636963
1121,7.459399223327637
1122,7.466187953948975
1123,7.470901966094971
1124,7.4764955043792725
1125,7.485104084014893
1126,7.490499496459961
1127,7.496525287628174
1128,7.504124164581299
1129,7.510778427124023
1130,7.520479679107666
1131,7.525615215301514
1132,7.5307793617248535
1133,7.538707494735718
1134,7.5449700355529785
1135,7.549888372421265
1136,7.5554914474487305
1137,7.560782432556152
1138,7.568849563598633
1139,7.576801061630249
1140,7.58241868019104
1141,7.58704400062561
1142,7.593174695968628
1143,7.598317861557007
1144,7.605093717575073
1145,7.610554933547974
1146,7.616083145141602
1147,7.621975898742676
1148,7.628898620605469
1149,7.636011123657227
1150,7.642871141433716
1151,7.649150371551514
1152,7.655384302139282
1153,7.660554885864258
1154,7.667556524276733
1155,7.673441648483276
1156,7.681009292602539
1157,7.686854362487793
1158,7.691059112548828
1159,7.706027269363403
1160,7.710211992263794
1161,7.717596769332886
1162,7.727521657943726
1163,7.733884334564209
1164,7.740837812423706
1165,7.7482078075408936
1166,7.755463361740112
1167,7.76140832901001
1168,7.768172979354858
1169,7.774806022644043
1170,7.781390428543091
1171,7.787110328674316
1172,7.7941718101501465
1173,7.800449371337891
1174,7.804647445678711
1175,7.811355113983154
1176,7.816725015640259
1177,7.822345495223999
1178,7.830630540847778
1179,7.836076259613037
1180,7.842215299606323
1181,7.848579406738281
1182,7.857776165008545
1183,7.8639421463012695
1184,7.87002158164978
1185,7.876486778259277
1186,7.883348226547241
1187,7.89115834236145
1188,7.8983917236328125
1189,7.903984308242798
1190,7.910852909088135
1191,7.915169954299927
1192,7.923480987548828
1193,7.930102586746216
1194,7.936028003692627
1195,7.944942235946655
1196,7.950257778167725
1197,7.955825567245483
1198,7.961962461471558
1199,7.967456817626953
1200,7.975374221801758
1201,7.980842351913452
1202,7.985156774520874
1203,7.990763902664185
1204,7.996935844421387
1205,8.003107070922852
1206,8.009033203125
1207,8.015245914459229
1208,8.021512746810913
1209,8.028916835784912
1210,8.03398847579956
1211,8.038365125656128
1212,8.045827388763428
1213,8.051330089569092
1214,8.056126117706299
1215,8.060655355453491
1216,8.068143844604492
1217,8.074632406234741
1218,8.079901695251465
1219,8.086247682571411
1220,8.092260599136353
1221,8.097121000289917
1222,8.103888273239136
1223,8.111965417861938
1224,8.120290279388428
1225,8.124775648117065
1226,8.129352807998657
1227,8.136497259140015
1228,8.14228868484497
1229,8.146409273147583
1230,8.151602983474731
1231,8.160848140716553
1232,8.166330337524414
1233,8.172542572021484
1234,8.177537679672241
1235,8.1831214427948
1236,8.188625812530518
1237,8.195335626602173
1238,8.202605962753296
1239,8.20652723312378
1240,8.214246034622192
1241,8.219579696655273
1242,8.22425127029419
1243,8.231519937515259
1244,8.239127159118652
1245,8.243814468383789
1246,8.254785776138306
1247,8.260468482971191
1248,8.267211198806763
1249,8.272562026977539
1250,8.276058673858643
1251,8.282610177993774
1252,8.29030704498291
1253,8.296371698379517
1254,8.303202390670776
1255,8.30726170539856
1256,8.314436197280884
1257,8.323553562164307
1258,8.328941583633423
1259,8.339629888534546
1260,8.347388505935669
1261,8.35330581665039
1262,8.35769534111023
1263,8.362119436264038
1264,8.366835594177246
1265,8.373098611831665
1266,8.378180265426636
1267,8.38415241241455
1268,8.389334201812744
1269,8.394875526428223
1270,8.40053391456604
1271,8.404562711715698
1272,8.412988901138306
1273,8.422768592834473
1274,8.428673267364502
1275,8.434285640716553
1276,8.438310861587524
1277,8.445241689682007
1278,8.452613592147827
1279,8.45723843574524
1280,8.464966773986816
1281,8.469669818878174
1282,8.474643230438232
1283,8.48058032989502
1284,8.489973545074463
1285,8.49560832977295
1286,8.502671957015991
1287,8.508598327636719
1288,8.514600276947021
1289,8.519764184951782
1290,8.524522066116333
1291,8.529349088668823
1292,8.535310506820679
1293,8.544241905212402
1294,8.551393508911133
1295,8.5569167137146
1296,8.563336610794067
1297,8.56800889968872
1298,8.57513427734375
1299,8.581140995025635
1300,8.585726499557495
1301,8.593000650405884
1302,8.599764585494995
1303,8.605851411819458
1304,8.61026406288147
1305,8.621328830718994
1306,8.625163555145264
1307,8.631662845611572
1308,8.636185646057129
1309,8.645743370056152
1310,8.652973890304565
1311,8.65715765953064
1312,8.662963151931763
1313,8.66840410232544
1314,8.6734139919281
1315,8.682319641113281
1316,8.686422348022461
