,times__sm
23833,130.42751622200012
23834,130.4320945739746
23835,130.4362633228302
23836,130.4427890777588
23837,130.44653487205505
23838,130.45058393478394
23839,130.45497918128967
23840,130.46171617507935
23841,130.46565341949463
23842,130.4698097705841
23843,130.47442436218262
23844,130.4800148010254
23845,130.48589944839478
23846,130.4906783103943
23847,130.50073313713074
23848,130.50690627098083
23849,130.51481771469116
23850,130.52170205116272
23851,130.52702236175537
23852,130.5310606956482
23853,130.53554272651672
23854,130.54199743270874
23855,130.5475447177887
23856,130.5521366596222
23857,130.55707788467407
23858,130.56364560127258
23859,130.56735062599182
23860,130.5721037387848
23861,130.57793712615967
23862,130.5821042060852
23863,130.58776187896729
23864,130.593332529068
23865,130.5998020172119
23866,130.60564923286438
23867,130.61202335357666
23868,130.6159017086029
23869,130.62167382240295
23870,130.62990307807922
23871,130.63489437103271
23872,130.64236664772034
23873,130.64697408676147
23874,130.65353274345398
23875,130.660950422287
23876,130.6666100025177
23877,130.67141127586365
23878,130.67678785324097
23879,130.68429279327393
23880,130.6912078857422
23881,130.69696617126465
23882,130.7006208896637
23883,130.70986223220825
23884,130.7179479598999
23885,130.72211837768555
23886,130.72789096832275
23887,130.7331657409668
23888,130.73844122886658
23889,130.74373173713684
23890,130.7475984096527
23891,130.75310158729553
23892,130.75695300102234
23893,130.76088547706604
23894,130.76623845100403
23895,130.77169561386108
23896,130.77697563171387
23897,130.78024792671204
23898,130.78705716133118
23899,130.7920470237732
23900,130.79773545265198
23901,130.80319356918335
23902,130.8090238571167
23903,130.81454586982727
23904,130.81853604316711
23905,130.82329678535461
23906,130.8300404548645
23907,130.8345284461975
23908,130.84097623825073
23909,130.84908437728882
23910,130.85384345054626
23911,130.8581075668335
23912,130.86359357833862
23913,130.8679280281067
23914,130.87119340896606
23915,130.87616777420044
23916,130.88185286521912
23917,130.88845133781433
23918,130.89463257789612
23919,130.89970684051514
23920,130.90366888046265
23921,130.90868520736694
23922,130.91395545005798
23923,130.91749382019043
23924,130.92251586914062
23925,130.9279022216797
23926,130.93254137039185
23927,130.9390196800232
23928,130.94408226013184
23929,130.94810605049133
23930,130.95586013793945
23931,130.96058559417725
23932,130.96854734420776
23933,130.97377038002014
23934,130.98027801513672
23935,130.98507809638977
23936,130.98910236358643
